index,Measuring_Station_ID,Location,Road_Name,Road,Air_Temperature,Wind_Speed,Wind_Direction,Precipitation_Type,Precipitation_Intensity,Road_Surface_Temperature,Dew_point,Road_Surface_Condition,Friction,Date,Time
0,7032,KIZ_A1_51.82-KOS,Vilnius–Kaunas–Klaipėda,A1,5.9,4.4,Vakarų,Nėra,0.0,6.7,2.36,Sausa,0.82,2023-11-13,15:17:18
1,6950,KIZ_A1_70.29-KOS,Vilnius–Kaunas–Klaipėda,A1,5.8,6.3,Vakarų,Nėra,0.0,7.0,2.62,Sausa,0.82,2023-11-13,15:17:16
2,7012,KIZ_A1_28.96,Vilnius–Kaunas–Klaipėda,A1,5.9,3.0,Pietvakarių,Nėra,0.0,5.4,3.06,Šlapia,0.77,2023-11-13,15:17:18
8,7081,KIZ_A1_91.35_KOS,Vilnius–Kaunas–Klaipėda,A1,5.8,2.9,Vakarų,Nėra,0.0,6.8,3.14,Drėgna,0.82,2023-11-13,15:17:23
10,6551,Ausieniškės,Vilnius–Kaunas–Klaipėda,A1,5.9,6.0,Pietvakarių,,,6.4,2.72,Sausa,0.82,2023-11-13,15:16:58
11,5351,Vilnius,Vilnius–Kaunas–Klaipėda,A1,5.4,1.2,Vakarų,Nėra,0.0,6.6,2.92,Sausa,0.82,2023-11-13,15:16:57
39,363,Raščiai,Vilnius–Kaunas–Klaipėda,A1,5.6,6.8,Pietvakarių,Migla,0.0,6.8,2.25,Sausa,0.82,2023-11-13,15:06:19
40,361,Kalnujai,Vilnius–Kaunas–Klaipėda,A1,5.8,5.1,Pietvakarių,,0.0,6.5,1.9,Sausa,0.82,2023-11-13,15:06:18
41,362,Viduklė,Vilnius–Kaunas–Klaipėda,A1,6.2,3.9,Pietvakarių,,0.0,7.5,2.65,Sausa,0.82,2023-11-13,15:06:19
42,367,Endriejavas,Vilnius–Kaunas–Klaipėda,A1,4.9,3.5,Vakarų,,0.0,5.3,2.26,Šlapia,0.69,2023-11-13,15:06:20
55,308,Vievis,Vilnius–Kaunas–Klaipėda,A1,5.7,3.8,Pietvakarių,Nėra,0.0,5.7,2.7,Šlapia,0.79,2023-11-13,15:15:29
58,310,IX fortas,Vilnius–Kaunas–Klaipėda,A1,5.5,4.3,Vakarų,"Lietus, silpnas",0.0,6.5,3.35,Šlapia,0.8,2023-11-13,15:15:30
100,1164,Didžiulio ež.,Vilnius–Kaunas–Klaipėda,A1,5.7,2.9,Vakarų,Nėra,0.0,6.7,2.52,Sausa,0.82,2023-11-13,15:15:00
122,1209,AMV,Vilnius–Kaunas–Klaipėda,A1,4.2,5.2,Pietvakarių,"Lietus, silpnas",0.3,5.0,2.23,Šlapia,0.72,2023-11-13,15:05:00
123,1208,Bačkonys,Vilnius–Kaunas–Klaipėda,A1,5.8,3.3,Šiaurės vakarų,Migla,0.0,6.9,2.79,Sausa,0.82,2023-11-13,15:15:00
124,1206,Babtai,Vilnius–Kaunas–Klaipėda,A1,6.4,4.3,Vakarų,Nėra,0.0,8.0,3.38,Sausa,0.82,2023-11-13,15:15:00
125,1204,Gargždai,Vilnius–Kaunas–Klaipėda,A1,6.5,3.0,Šiaurės vakarų,,,6.3,2.39,Sausa,0.82,2023-11-13,15:05:00
127,1201,Kvėdarna,Vilnius–Kaunas–Klaipėda,A1,4.7,5.2,Vakarų,Nėra,0.0,4.9,2.4,Šlapia,0.81,2023-11-13,15:05:00
128,1187,Klaipėda,Vilnius–Kaunas–Klaipėda,A1,5.8,3.1,Šiaurės rytų,Nėra,0.0,4.6,1.15,Sausa,0.82,2023-11-13,15:05:00
129,1185,Kryžkalnis,Vilnius–Kaunas–Klaipėda,A1,4.6,5.4,Vakarų,"Lietus, silpnas",0.0,5.6,2.62,Šlapia,0.74,2023-11-13,15:05:00
130,1183,Gynėvė,Vilnius–Kaunas–Klaipėda,A1,5.4,5.0,Pietvakarių,Nėra,0.0,,2.23,Sausa,0.82,2023-11-13,15:05:00
131,1181,Rumšiškės,Vilnius–Kaunas–Klaipėda,A1,5.9,4.4,Vakarų,"Lietus, silpnas",0.07,7.3,2.89,Sausa,0.82,2023-11-13,15:15:00
136,7032,KIZ_A1_51.82-KOS,Vilnius–Kaunas–Klaipėda,A1,4.2,2.4,Pietryčių,Nėra,0.0,6.1,2.07,Sausa,0.82,2023-11-13,22:16:45
137,7012,KIZ_A1_28.96,Vilnius–Kaunas–Klaipėda,A1,4.0,3.2,Pietryčių,Nėra,0.0,5.1,2.51,Šlapia,0.81,2023-11-13,22:16:45
138,6950,KIZ_A1_70.29-KOS,Vilnius–Kaunas–Klaipėda,A1,4.5,2.4,Pietryčių,Nėra,0.0,6.1,2.53,Sausa,0.82,2023-11-13,22:16:44
141,7081,KIZ_A1_91.35_KOS,Vilnius–Kaunas–Klaipėda,A1,5.4,1.7,Rytų,Nėra,0.0,7.1,2.05,Sausa,0.82,2023-11-13,22:16:45
145,6551,Ausieniškės,Vilnius–Kaunas–Klaipėda,A1,4.5,2.5,Rytų,,,5.8,2.53,Sausa,0.82,2023-11-13,22:16:36
147,5351,Vilnius,Vilnius–Kaunas–Klaipėda,A1,3.8,1.5,Pietryčių,Migla,0.0,6.5,2.31,Sausa,0.82,2023-11-13,22:16:36
177,362,Viduklė,Vilnius–Kaunas–Klaipėda,A1,2.4,2.4,Šiaurės rytų,,0.0,4.4,2.4,Sausa,0.82,2023-11-13,22:07:26
178,367,Endriejavas,Vilnius–Kaunas–Klaipėda,A1,3.5,3.5,Pietryčių,,0.0,5.0,2.32,Sausa,0.82,2023-11-13,22:07:27
181,363,Raščiai,Vilnius–Kaunas–Klaipėda,A1,2.7,2.9,Šiaurės rytų,Migla,0.0,4.9,2.56,Sausa,0.82,2023-11-13,22:07:26
182,361,Kalnujai,Vilnius–Kaunas–Klaipėda,A1,2.6,1.8,Šiaurės,,0.0,4.8,2.32,Sausa,0.82,2023-11-13,22:07:22
186,308,Vievis,Vilnius–Kaunas–Klaipėda,A1,3.8,1.3,Rytų,Migla,0.0,8.7,2.47,Sausa,0.82,2023-11-13,22:15:31
196,310,IX fortas,Vilnius–Kaunas–Klaipėda,A1,4.1,2.7,Pietryčių,Migla,0.0,6.3,1.97,Sausa,0.82,2023-11-13,22:15:31
241,1164,Didžiulio ež.,Vilnius–Kaunas–Klaipėda,A1,3.7,1.9,Pietryčių,Nėra,0.0,6.0,2.06,Sausa,0.82,2023-11-13,22:15:00
258,1209,AMV,Vilnius–Kaunas–Klaipėda,A1,2.2,2.3,Šiaurės rytų,Migla,0.0,3.9,2.2,Sausa,0.82,2023-11-13,21:50:00
259,1208,Bačkonys,Vilnius–Kaunas–Klaipėda,A1,4.2,0.9,Pietvakarių,Migla,0.0,6.4,2.71,Sausa,0.82,2023-11-13,22:10:07
260,1206,Babtai,Vilnius–Kaunas–Klaipėda,A1,4.2,1.6,Rytų,Migla,0.0,6.1,2.71,Sausa,0.82,2023-11-13,22:15:00
261,1204,Gargždai,Vilnius–Kaunas–Klaipėda,A1,4.4,2.4,Pietų,,,5.7,3.06,Sausa,0.82,2023-11-13,22:05:03
262,1201,Kvėdarna,Vilnius–Kaunas–Klaipėda,A1,3.2,3.9,Pietryčių,Nėra,0.0,4.4,2.03,Sausa,0.82,2023-11-13,21:50:00
264,1187,Klaipėda,Vilnius–Kaunas–Klaipėda,A1,4.7,2.9,Pietvakarių,Nėra,0.0,7.4,2.72,Sausa,0.82,2023-11-13,22:05:00
265,1185,Kryžkalnis,Vilnius–Kaunas–Klaipėda,A1,2.2,3.4,Rytų,Rūkas,0.0,4.3,2.2,Sausa,0.82,2023-11-13,22:05:00
266,1183,Gynėvė,Vilnius–Kaunas–Klaipėda,A1,3.0,1.3,Rytų,Migla,0.0,,2.28,Sausa,0.82,2023-11-13,22:05:03
267,1181,Rumšiškės,Vilnius–Kaunas–Klaipėda,A1,4.3,2.2,Rytų,Nėra,0.0,6.2,2.96,Sausa,0.82,2023-11-13,22:15:00
273,6950,KIZ_A1_70.29-KOS,Vilnius–Kaunas–Klaipėda,A1,4.6,2.8,Pietryčių,Nėra,0.0,6.2,1.96,Sausa,0.82,2023-11-14,09:25:04
274,7012,KIZ_A1_28.96,Vilnius–Kaunas–Klaipėda,A1,4.4,1.8,Rytų,Nėra,0.0,5.2,2.1,Sausa,0.82,2023-11-14,09:25:04
275,7032,KIZ_A1_51.82-KOS,Vilnius–Kaunas–Klaipėda,A1,4.8,1.6,Rytų,Nėra,0.0,6.2,1.82,Sausa,0.82,2023-11-14,09:25:04
280,7081,KIZ_A1_91.35_KOS,Vilnius–Kaunas–Klaipėda,A1,4.8,2.0,Rytų,Nėra,0.0,6.3,1.99,Sausa,0.82,2023-11-14,09:25:04
281,6551,Ausieniškės,Vilnius–Kaunas–Klaipėda,A1,5.1,1.4,Pietryčių,,,6.3,2.28,Sausa,0.82,2023-11-14,09:25:00
283,5351,Vilnius,Vilnius–Kaunas–Klaipėda,A1,4.3,1.0,Rytų,Nėra,0.0,6.3,2.33,Sausa,0.82,2023-11-14,09:25:00
315,363,Raščiai,Vilnius–Kaunas–Klaipėda,A1,3.7,2.7,Šiaurės rytų,Migla,0.0,5.9,2.82,Sausa,0.82,2023-11-14,09:22:22
316,361,Kalnujai,Vilnius–Kaunas–Klaipėda,A1,3.6,2.3,Šiaurės rytų,,0.0,5.7,2.73,Sausa,0.82,2023-11-14,09:22:19
317,362,Viduklė,Vilnius–Kaunas–Klaipėda,A1,3.1,2.5,Rytų,,0.0,5.0,2.38,Sausa,0.82,2023-11-14,09:22:20
318,367,Endriejavas,Vilnius–Kaunas–Klaipėda,A1,3.8,2.2,Rytų,,0.0,5.6,2.31,Sausa,0.82,2023-11-14,09:22:23
322,308,Vievis,Vilnius–Kaunas–Klaipėda,A1,4.0,1.9,Šiaurės rytų,Nėra,0.0,8.8,1.87,Sausa,0.82,2023-11-14,09:25:00
332,310,IX fortas,Vilnius–Kaunas–Klaipėda,A1,5.1,2.4,Rytų,Nėra,0.0,7.0,2.11,Sausa,0.82,2023-11-14,09:25:00
376,1164,Didžiulio ež.,Vilnius–Kaunas–Klaipėda,A1,4.5,0.9,Šiaurės,Nėra,0.0,6.3,1.87,Sausa,0.82,2023-11-14,09:25:00
394,1209,AMV,Vilnius–Kaunas–Klaipėda,A1,2.0,2.5,Šiaurės rytų,Nėra,0.0,4.2,2.0,Sausa,0.82,2023-11-14,09:20:00
395,1208,Bačkonys,Vilnius–Kaunas–Klaipėda,A1,4.6,0.9,Pietų,Migla,0.0,6.7,2.13,Sausa,0.82,2023-11-14,09:25:03
396,1206,Babtai,Vilnius–Kaunas–Klaipėda,A1,4.8,1.4,Rytų,Migla,0.0,6.8,2.82,Sausa,0.82,2023-11-14,09:25:00
397,1204,Gargždai,Vilnius–Kaunas–Klaipėda,A1,4.7,2.3,Pietryčių,,,6.1,2.56,Sausa,0.82,2023-11-14,09:20:01
398,1201,Kvėdarna,Vilnius–Kaunas–Klaipėda,A1,3.2,3.2,Pietryčių,Migla,0.0,4.7,2.48,Sausa,0.82,2023-11-14,09:20:00
400,1187,Klaipėda,Vilnius–Kaunas–Klaipėda,A1,4.7,2.6,Pietvakarių,Nėra,0.0,6.6,2.56,Sausa,0.82,2023-11-14,09:20:00
401,1185,Kryžkalnis,Vilnius–Kaunas–Klaipėda,A1,2.3,3.0,Rytų,Nėra,0.0,5.3,2.3,Sausa,0.82,2023-11-14,09:20:00
402,1183,Gynėvė,Vilnius–Kaunas–Klaipėda,A1,3.5,1.6,Šiaurės rytų,Migla,0.0,,2.48,Sausa,0.82,2023-11-14,09:20:00
403,1181,Rumšiškės,Vilnius–Kaunas–Klaipėda,A1,4.6,2.2,Rytų,Nėra,0.0,6.6,2.79,Sausa,0.82,2023-11-14,09:25:00
408,7032,KIZ_A1_51.82-KOS,Vilnius–Kaunas–Klaipėda,A1,4.0,1.5,Rytų,Nėra,0.0,5.5,1.54,Sausa,0.82,2023-11-14,15:25:29
409,7012,KIZ_A1_28.96,Vilnius–Kaunas–Klaipėda,A1,4.6,1.3,Rytų,Nėra,0.0,4.6,2.46,Drėgna,0.82,2023-11-14,15:25:29
410,6950,KIZ_A1_70.29-KOS,Vilnius–Kaunas–Klaipėda,A1,4.2,2.6,Pietryčių,Nėra,0.0,5.4,2.07,Sausa,0.82,2023-11-14,15:25:29
412,7081,KIZ_A1_91.35_KOS,Vilnius–Kaunas–Klaipėda,A1,4.9,1.6,Rytų,Nėra,0.0,6.0,2.59,Sausa,0.82,2023-11-14,15:25:30
417,6551,Ausieniškės,Vilnius–Kaunas–Klaipėda,A1,4.3,1.6,Rytų,,,5.3,2.17,Sausa,0.82,2023-11-14,15:25:25
419,5351,Vilnius,Vilnius–Kaunas–Klaipėda,A1,4.2,1.4,Rytų,Nėra,0.0,5.9,2.23,Sausa,0.82,2023-11-14,15:25:25
451,367,Endriejavas,Vilnius–Kaunas–Klaipėda,A1,3.6,1.2,Rytų,,0.0,4.9,2.11,Sausa,0.82,2023-11-14,15:22:28
452,361,Kalnujai,Vilnius–Kaunas–Klaipėda,A1,3.7,2.6,Šiaurės rytų,,0.0,5.3,2.52,Sausa,0.82,2023-11-14,15:22:25
453,362,Viduklė,Vilnius–Kaunas–Klaipėda,A1,3.6,2.0,Šiaurės rytų,,0.0,4.7,2.42,Sausa,0.82,2023-11-14,15:22:27
455,363,Raščiai,Vilnius–Kaunas–Klaipėda,A1,3.4,3.3,Šiaurės rytų,Migla,0.0,5.3,2.53,Sausa,0.82,2023-11-14,15:22:27
458,308,Vievis,Vilnius–Kaunas–Klaipėda,A1,4.2,0.6,Rytų,Nėra,0.0,7.6,2.23,Sausa,0.82,2023-11-14,15:25:16
468,310,IX fortas,Vilnius–Kaunas–Klaipėda,A1,4.9,1.8,Šiaurės rytų,Nėra,0.0,6.2,2.43,Sausa,0.82,2023-11-14,15:25:16
513,1164,Didžiulio ež.,Vilnius–Kaunas–Klaipėda,A1,4.6,1.2,Pietryčių,Nėra,0.0,5.8,2.46,Sausa,0.82,2023-11-14,15:25:10
530,1209,AMV,Vilnius–Kaunas–Klaipėda,A1,2.4,4.0,Šiaurės rytų,Migla,0.0,4.0,1.83,Sausa,0.82,2023-11-14,15:20:00
531,1208,Bačkonys,Vilnius–Kaunas–Klaipėda,A1,4.3,1.7,Pietryčių,Migla,0.0,5.9,2.0,Sausa,0.82,2023-11-14,15:25:11
532,1206,Babtai,Vilnius–Kaunas–Klaipėda,A1,4.0,1.4,Rytų,Migla,0.0,5.5,2.51,Sausa,0.82,2023-11-14,15:25:11
533,1204,Gargždai,Vilnius–Kaunas–Klaipėda,A1,4.7,1.2,Pietryčių,,,5.8,2.88,Sausa,0.82,2023-11-14,15:20:00
534,1201,Kvėdarna,Vilnius–Kaunas–Klaipėda,A1,3.0,3.1,Rytų,Nėra,0.0,4.2,1.68,Sausa,0.82,2023-11-14,15:20:00
536,1187,Klaipėda,Vilnius–Kaunas–Klaipėda,A1,4.4,4.7,Pietvakarių,Nėra,0.0,5.8,2.1,Sausa,0.82,2023-11-14,15:20:00
537,1185,Kryžkalnis,Vilnius–Kaunas–Klaipėda,A1,2.9,3.1,Rytų,Migla,0.0,4.7,2.33,Sausa,0.82,2023-11-14,15:20:00
538,1183,Gynėvė,Vilnius–Kaunas–Klaipėda,A1,3.4,2.2,Šiaurės rytų,Migla,0.0,,2.07,Sausa,0.82,2023-11-14,15:20:00
539,1181,Rumšiškės,Vilnius–Kaunas–Klaipėda,A1,4.4,2.5,Rytų,Nėra,0.0,5.8,2.43,Sausa,0.82,2023-11-14,15:25:10
544,7032,KIZ_A1_51.82-KOS,Vilnius–Kaunas–Klaipėda,A1,3.3,3.4,Šiaurės rytų,"Lietus, silpnas",0.17,4.3,1.82,Sausa,0.82,2023-11-14,21:27:53
545,7012,KIZ_A1_28.96,Vilnius–Kaunas–Klaipėda,A1,3.9,1.4,Šiaurės rytų,Dulksna,0.25,4.0,2.72,Drėgna,0.82,2023-11-14,21:27:52
546,6950,KIZ_A1_70.29-KOS,Vilnius–Kaunas–Klaipėda,A1,3.4,2.5,Rytų,Nėra,0.0,3.9,2.38,Šlapia,0.74,2023-11-14,21:27:52
551,6551,Ausieniškės,Vilnius–Kaunas–Klaipėda,A1,3.6,3.2,Šiaurės rytų,,,4.1,2.42,Drėgna,0.82,2023-11-14,21:27:47
552,7081,KIZ_A1_91.35_KOS,Vilnius–Kaunas–Klaipėda,A1,3.0,1.2,Šiaurės rytų,"Lietus, silpnas",0.23,4.0,2.28,Šlapia,0.76,2023-11-14,21:27:54
555,5351,Vilnius,Vilnius–Kaunas–Klaipėda,A1,3.8,1.0,Rytų,Nėra,0.0,5.0,2.31,Sausa,0.82,2023-11-14,21:27:47
587,367,Endriejavas,Vilnius–Kaunas–Klaipėda,A1,3.2,4.6,Šiaurės rytų,,0.0,3.6,1.56,Sausa,0.82,2023-11-14,21:16:14
588,363,Raščiai,Vilnius–Kaunas–Klaipėda,A1,2.9,4.4,Šiaurės rytų,"Lietus, silpnas",0.45,3.5,2.33,Šlapia,0.68,2023-11-14,21:16:12
589,361,Kalnujai,Vilnius–Kaunas–Klaipėda,A1,3.1,2.7,Šiaurės,,0.16,3.9,2.08,Šlapia,0.73,2023-11-14,21:16:10
590,362,Viduklė,Vilnius–Kaunas–Klaipėda,A1,2.9,3.0,Šiaurės rytų,,0.19,3.2,1.88,Šlapia,0.73,2023-11-14,21:16:11
593,308,Vievis,Vilnius–Kaunas–Klaipėda,A1,3.7,1.3,Šiaurės rytų,"Lietus, silpnas",0.13,6.1,2.67,Sausa,0.82,2023-11-14,21:25:21
604,310,IX fortas,Vilnius–Kaunas–Klaipėda,A1,3.2,1.9,Šiaurės rytų,"Lietus, silpnas",0.22,4.2,2.62,Šlapia,0.71,2023-11-14,21:25:21
650,1164,Didžiulio ež.,Vilnius–Kaunas–Klaipėda,A1,4.1,0.7,Rytų,Dulksna,0.07,4.8,2.61,Sausa,0.82,2023-11-14,21:25:00
666,1209,AMV,Vilnius–Kaunas–Klaipėda,A1,2.4,5.0,Šiaurės rytų,"Lietus, silpnas",0.01,2.7,1.68,Šlapia,0.72,2023-11-14,21:15:00
667,1208,Bačkonys,Vilnius–Kaunas–Klaipėda,A1,3.7,1.4,Pietryčių,Dulksna,0.31,4.3,2.67,Šlapia,0.76,2023-11-14,21:20:00
668,1206,Babtai,Vilnius–Kaunas–Klaipėda,A1,3.4,1.5,Rytų,"Lietus, silpnas",0.09,4.3,2.23,Šlapia,0.78,2023-11-14,21:25:00
669,1204,Gargždai,Vilnius–Kaunas–Klaipėda,A1,4.0,1.7,Rytų,,,4.3,2.03,Sausa,0.82,2023-11-14,21:15:00
